Title,Content,URL,Program
Premiums,"The monthly premium is $10.19 for individual coverage and $17.74 for family coverage which covers you, your spouse or registered domestic partner, and any eligible dependent children.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
Cancellation of Coverage,"You may cancel your plan during Open Enrollment by logging onto ARAGlegal.com/SOCretiree.

To cancel your plan outside of Open Enrollment you can call ARAG or submit a Retiree Group Legal Services Insurance Plan Enrollment Authorization (Form 200686) to ARAG via mail or fax.

To cancel by phone, please contact ARAG Customer Care:

Monday-Friday, 5:00 a.m. – 5:00 p.m., Pacific Time
Toll-free (800) 511- 4007
TTY (800) 383-4184 (or 711 to reach a relay operator)

To cancel by mail or fax, complete the Retiree Group Legal Services  Insurance Plan Enrollment Authorization (Form 200686) and mail or fax it to ARAG Insurance. Please retain a copy for your records.

Mail or fax completed forms to ARAG Insurance at:

ARAG Insurance Company
500 Grand Avenue Suite 100
Des Moines, IA  50309-9958
Fax: (515) 246-8816

For more information, please contact Grouplegal@calhr.ca.gov.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
Mandatory Deletions,"It is your responsibility to inform ARAG Insurance of changes with your dependents or divorces.

The state has a Mandatory Deletion when an eligible dependent child marries or reaches age 26 (whichever is sooner) as they are no longer eligible for coverage under the insured retiree’s plan. The retiree must complete a new enrollment form if they wish to change to individual coverage when the dependent child loses eligibility.

For legal separations, a deletion of the spouse cannot be done in anticipation of a pending or active divorce action or pending final divorce settlement.  When the divorce is finalized, the retiree must complete a new enrollment form to change their coverage to individual unless you have eligible dependent children on the Plan.

Enrolled retirees who fail to initiate a mandatory deletion within 60 days of the permitting event date will not be reimbursed for the overpayment of premium nor will the carrier provide coverage for family members who no longer meet the eligibility requirement for dependents.",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
Enrollment Forms,Retiree Group Legal Services Insurance Enrollment Authorization (Form 200686),https://www.calhr.ca.gov/benefits/Documents/200686-State-of-California-Retiree-Enrollment-Form_fillable.pdf#search=Group%20Legal%20Services%20Insurance%20Enrollment%20Authorization%20%28Form%20200686%29,Retiree Group Legal Insurance Plan
Contact Information,"ARAG Insurance Company
500 Grand Avenue Suite 100​
Des Moines, IA  50309-9958

ARAG Customer Service:
Monday-Friday, 5:00 a.m. – 5:00 p.m., Pacific Time
Toll-free (800) 511-4007
TTY (800) 383-4184 (or 711 to reach a relay operator)

Website: ARAGlegal.com/SOCretiree

For more information, please contact Grouplegal@calhr.ca.gov",https://calhr.benefitsprograms.info/state-retiree/retiree-group-legal-insurance-plan/,Retiree Group Legal Insurance Plan
Retiree Life Insurance,"Excluded employees can continue their basic life insurance and if you have supplemental into retirement. If an excluded employee has supplemental life insurance  and transfers to Rank and File, they can continue into their life insurance retirement as well. For questions regarding your retiree basic life insurance call MetLife at 1-800-252-8524.

For Rank and File employees, if you purchased life insurance from your union and have a union sponsored life insurance, contact your union.",https://calhr.benefitsprograms.info/state-retiree/retiree-life-insurance/,Retiree Life Insurance
Savings Plus for Retirees,Savings Plus for Retirees,https://www.savingsplusnow.com/rsc-web-preauth/index.html,Savings Plus for Retirees
Retiree Open Enrollment Resources,Retiree Dental Plan Enrollment - Change Request ,https://calhr.benefitsprograms.info/wp-content/uploads/2022/08/calhr-686.pdf,Retiree Open Enrollment Resources
Retiree Open Enrollment Resources,Virtual Bookshelf,https://alliantbenefits.cld.bz/CalHRRetiree321,Retiree Open Enrollment Resources
Do state retirees prefund OPEB?,Retired state employees do not prefund OPEB.,https://calhr.benefitsprograms.info/state-employee/general-benefits/other-post-employment-benefits-opeb/,OPEB Q&A
What happens to my EAP benefits if I retire?,"Employees covered by Level 1 services may use EAP for 90 days after the date of retirement, as may California Highway Patrol employees who are covered by Level 2. Benefits for Employees in Level 3 services will end the month following their retirement . For more information visit:",https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/,Employee Assistant Program Q&A
Are seasonal and Retired Annuitants covered by EAP services?,Seasonal employees and retired annuitants are eligible for EAP services during employment.,https://calhr.benefitsprograms.info/state-employee/work-engagement-resources/employee-assistance-program/,Employee Assistant Program Q&A
